订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202500091,2024-09-16,2024-09-19,专线物流,华中,武汉,C01070,陈超,个人消费者,办公用品,笔记本,356.53,34,0.3,8485.41,1001.28,0.118,张明,货到付款
ORD-202500532,2024-09-16,2024-09-21,京东物流,华东,宁波,C01011,胡磊芳,政府机构,服装鞋帽,裤子,389.14,29,0.1,10156.55,2885.48,0.2841,陈静,对公转账
ORD-202500651,2024-09-16,2024-09-22,顺丰速运,华南,厦门,C01011,胡磊芳,政府机构,家居用品,扫地机器人,1933.24,8,0.05,14692.62,-593.58,-0.0404,张明,微信支付
ORD-202500805,2024-09-16,2024-09-21,自提,东北,长春,C01150,吴杰超,教育机构,服装鞋帽,围巾,1463.81,12,0.2,14052.58,2411.42,0.1716,王芳,支付宝
ORD-202500842,2024-09-16,2024-09-20,自提,华东,杭州,C01041,杨杰杰,教育机构,电子产品,耳机,93.46,13,0.05,1154.23,199.8,0.1731,周伟,银行卡
ORD-202400831,2024-09-17,2024-09-22,专线物流,华东,杭州,C01120,赵娜涛,个人消费者,电子产品,平板电脑,3583.82,23,0.05,78306.47,12748.29,0.1628,陈静,对公转账
ORD-202500517,2024-09-17,2024-09-22,京东物流,西北,兰州,C01188,赵娜,企业客户,家居用品,暖风机,2137.97,22,0.2,37628.27,-1783.58,-0.0474,周伟,对公转账
ORD-202500908,2024-09-17,2024-09-20,标准快递,西北,乌鲁木齐,C01093,朱伟丽,企业客户,办公用品,笔记本,216.61,35,0.05,7202.28,1935.97,0.2688,郑丽,信用卡
ORD-202500353,2024-09-18,2024-09-19,专线物流,西北,银川,C01058,胡伟娜,个人消费者,食品饮料,饼干,36.19,46,0.2,1331.79,321.36,0.2413,李华,支付宝
ORD-202500725,2024-09-18,2024-09-23,专线物流,东北,大连,C01108,徐娟,政府机构,食品饮料,乳制品,120.78,37,0.3,3128.2,1014.16,0.3242,周伟,对公转账
ORD-202400325,2024-09-19,2024-09-25,京东物流,华南,佛山,C01075,吴涛,政府机构,办公用品,笔记本,234.82,7,0,1643.74,482.27,0.2934,陈静,货到付款
ORD-202400686,2024-09-19,2024-09-25,自提,西南,重庆,C01080,刘超,个人消费者,食品饮料,咖啡,25.37,13,0,329.81,3.46,0.0105,孙磊,信用卡
ORD-202400164,2024-09-20,2024-09-27,自提,东北,长春,C01140,张敏磊,企业客户,食品饮料,坚果零食,36.14,23,0,831.22,-30.76,-0.037,孙磊,微信支付
ORD-202400418,2024-09-20,2024-09-25,自提,东北,哈尔滨,C01199,徐丽,政府机构,食品饮料,坚果零食,113.94,50,0.05,5412.15,1303.79,0.2409,吴敏,货到付款
ORD-202500600,2024-09-20,2024-09-21,标准快递,东北,大连,C01040,胡勇,政府机构,服装鞋帽,运动鞋,1696.75,15,0.05,24178.69,2635.48,0.109,孙磊,货到付款
ORD-202500950,2024-09-20,2024-09-23,顺丰速运,华中,武汉,C01122,李涛洋,教育机构,食品饮料,乳制品,147.34,40,0.25,4420.2,1399.44,0.3166,孙磊,银行卡
ORD-202500016,2024-09-21,2024-09-25,自提,华北,太原,C01074,陈敏娜,政府机构,家居用品,台灯,2915.89,32,0,93308.48,5934.42,0.0636,郑丽,信用卡
ORD-202500250,2024-09-21,2024-09-27,京东物流,西北,西安,C01122,李涛洋,教育机构,服装鞋帽,背包,1614.72,29,0.25,35120.16,2381.15,0.0678,陈静,对公转账
ORD-202500597,2024-09-21,2024-09-26,专线物流,西南,南宁,C01184,马勇磊,教育机构,办公用品,白板,334.15,34,0,11361.1,2277.9,0.2005,刘洋,对公转账
ORD-202400908,2024-09-22,2024-09-23,专线物流,华北,北京,C01030,王敏,教育机构,电子产品,智能手机,2754.89,38,0.05,99451.53,23381.05,0.2351,王芳,银行卡
ORD-202400936,2024-09-22,2024-09-23,京东物流,西北,兰州,C01186,吴艳,企业客户,家居用品,收纳盒,1155.04,48,0.1,49897.73,-3802.21,-0.0762,赵强,货到付款
ORD-202400431,2024-09-23,2024-09-26,专线物流,华北,济南,C01174,王丽强,企业客户,服装鞋帽,背包,552.54,2,0.15,939.32,-42.65,-0.0454,郑丽,微信支付
ORD-202400835,2024-09-24,2024-09-25,标准快递,东北,哈尔滨,C01194,张娜涛,政府机构,办公用品,碎纸机,176.58,26,0.15,3902.42,1052.87,0.2698,孙磊,信用卡
ORD-202500148,2024-09-25,2024-10-02,标准快递,东北,大连,C01187,徐强,企业客户,电子产品,平板电脑,5820.0,40,0.15,197880.0,57306.05,0.2896,孙磊,支付宝
ORD-202400442,2024-09-26,2024-09-27,专线物流,华中,长沙,C01191,王杰强,企业客户,服装鞋帽,背包,1609.92,40,0.1,57957.12,1628.6,0.0281,周伟,银行卡
ORD-202400398,2024-09-27,2024-09-29,标准快递,西北,乌鲁木齐,C01028,周敏,个人消费者,食品饮料,饼干,119.35,15,0.15,1521.71,111.85,0.0735,孙磊,微信支付
ORD-202400976,2024-09-27,2024-10-03,京东物流,华南,佛山,C01057,杨洋,教育机构,服装鞋帽,外套,683.04,4,0,2732.16,739.87,0.2708,刘洋,微信支付
ORD-202500153,2024-09-27,2024-10-04,专线物流,华南,佛山,C01123,吴丽娟,教育机构,食品饮料,矿泉水,89.66,30,0,2689.8,900.01,0.3346,周伟,微信支付
ORD-202500643,2024-09-27,2024-10-04,京东物流,华北,石家庄,C01071,黄艳,个人消费者,电子产品,笔记本电脑,4632.47,38,0,176033.86,739.34,0.0042,孙磊,对公转账
ORD-202500647,2024-09-27,2024-09-29,标准快递,西南,南宁,C01027,吴芳磊,教育机构,家居用品,台灯,1022.17,12,0.3,8586.23,1848.62,0.2153,赵强,信用卡
ORD-202400680,2024-09-28,2024-09-29,标准快递,华北,济南,C01149,刘芳,政府机构,食品饮料,乳制品,47.5,48,0,2280.0,508.44,0.223,陈静,对公转账
ORD-202400949,2024-09-28,2024-09-30,自提,华东,宁波,C01010,马伟娟,个人消费者,服装鞋帽,裤子,474.05,20,0.25,7110.75,1931.28,0.2716,吴敏,对公转账
ORD-202500624,2024-09-28,2024-09-29,标准快递,西南,重庆,C01111,黄洋,教育机构,电子产品,笔记本电脑,7618.47,29,0.05,209888.85,16497.26,0.0786,刘洋,支付宝
ORD-202500875,2024-09-28,2024-10-03,专线物流,华中,合肥,C01159,朱强,政府机构,服装鞋帽,帽子,1619.29,16,0.3,18136.05,1416.43,0.0781,刘洋,信用卡
ORD-202500850,2024-09-29,2024-10-01,京东物流,华南,深圳,C01153,陈勇磊,个人消费者,办公用品,签字笔,95.59,48,0.25,3441.24,693.07,0.2014,郑丽,对公转账
ORD-202400615,2024-09-30,2024-10-05,标准快递,西北,银川,C01135,黄强敏,教育机构,办公用品,打印纸,36.37,23,0.2,669.21,79.5,0.1188,孙磊,信用卡
ORD-202500736,2024-09-30,2024-10-04,标准快递,西南,重庆,C01011,胡磊芳,政府机构,家居用品,电风扇,2394.96,20,0.25,35924.4,804.71,0.0224,吴敏,微信支付
ORD-202500860,2024-09-30,2024-10-01,自提,西南,昆明,C01091,马超,政府机构,家居用品,暖风机,380.2,6,0.3,1596.84,144.67,0.0906,吴敏,支付宝
ORD-202500040,2024-10-01,2024-10-07,京东物流,华北,石家庄,C01040,胡勇,政府机构,食品饮料,果汁,50.59,27,0,1365.93,-127.03,-0.093,郑丽,对公转账
ORD-202500961,2024-10-01,2024-10-07,专线物流,华东,宁波,C01081,徐磊丽,个人消费者,家居用品,台灯,2682.12,43,0,115331.16,-2075.96,-0.018,张明,银行卡
ORD-202500645,2024-10-02,2024-10-08,标准快递,华东,杭州,C01123,吴丽娟,教育机构,电子产品,智能手机,7594.42,38,0,288587.96,-14977.72,-0.0519,陈静,信用卡
ORD-202400322,2024-10-03,2024-10-08,标准快递,西南,重庆,C01030,王敏,教育机构,食品饮料,乳制品,180.03,33,0.3,4158.69,-195.46,-0.047,赵强,信用卡
ORD-202400605,2024-10-03,2024-10-05,自提,华北,天津,C01120,赵娜涛,个人消费者,电子产品,充电器,4570.89,18,0,82276.02,-4113.8,-0.05,王芳,信用卡
ORD-202400649,2024-10-04,2024-10-10,京东物流,西北,乌鲁木齐,C01073,胡静,企业客户,电子产品,耳机,4661.37,10,0,46613.7,-1789.97,-0.0384,周伟,信用卡
ORD-202500134,2024-10-04,2024-10-10,顺丰速运,华东,上海,C01078,刘艳强,企业客户,电子产品,智能手表,4085.45,42,0.1,154430.01,14547.31,0.0942,张明,支付宝
ORD-202500783,2024-10-05,2024-10-08,京东物流,华南,深圳,C01036,张强,个人消费者,服装鞋帽,帽子,1137.72,50,0.1,51197.4,4146.99,0.081,周伟,对公转账
ORD-202500874,2024-10-05,2024-10-06,顺丰速运,华中,郑州,C01160,胡洋强,教育机构,食品饮料,饼干,170.01,7,0.05,1130.57,314.19,0.2779,周伟,信用卡
ORD-202400047,2024-10-06,2024-10-12,顺丰速运,东北,哈尔滨,C01018,黄磊,政府机构,办公用品,笔记本,8.02,10,0.3,56.14,10.99,0.1958,张明,货到付款
ORD-202400639,2024-10-06,2024-10-10,京东物流,华南,厦门,C01098,徐勇磊,个人消费者,食品饮料,果汁,114.88,9,0.05,982.22,-16.01,-0.0163,吴敏,对公转账
ORD-202400681,2024-10-06,2024-10-07,自提,西南,南宁,C01077,王超,政府机构,食品饮料,坚果零食,44.32,5,0.1,199.44,25.35,0.1271,孙磊,货到付款
ORD-202400127,2024-10-07,2024-10-10,京东物流,华东,合肥,C01038,李杰,政府机构,服装鞋帽,裤子,1796.73,26,0.1,42043.48,13857.53,0.3296,刘洋,支付宝
ORD-202400971,2024-10-07,2024-10-13,自提,华南,东莞,C01102,杨超,政府机构,电子产品,耳机,533.31,45,0.05,22799.0,5319.01,0.2333,孙磊,货到付款
ORD-202500152,2024-10-07,2024-10-10,专线物流,华北,青岛,C01079,徐杰丽,教育机构,办公用品,碎纸机,328.25,50,0.3,11488.75,-1084.54,-0.0944,陈静,货到付款
ORD-202500175,2024-10-07,2024-10-11,京东物流,华中,长沙,C01060,杨娟娟,企业客户,家居用品,空气净化器,2819.44,17,0.3,33551.34,8022.13,0.2391,李华,微信支付
ORD-202500503,2024-10-07,2024-10-08,顺丰速运,华北,太原,C01056,胡涛,企业客户,食品饮料,果汁,114.92,11,0,1264.12,-95.95,-0.0759,陈静,信用卡
ORD-202500872,2024-10-07,2024-10-08,标准快递,东北,长春,C01192,杨芳,企业客户,食品饮料,乳制品,15.45,49,0.2,605.64,183.81,0.3035,王芳,对公转账
ORD-202400168,2024-10-08,2024-10-13,专线物流,华北,北京,C01025,李勇,个人消费者,服装鞋帽,背包,1410.83,28,0,39503.24,-2046.27,-0.0518,赵强,微信支付
ORD-202400457,2024-10-08,2024-10-15,标准快递,东北,大连,C01117,杨超,教育机构,电子产品,耳机,1282.45,19,0.1,21929.9,3151.33,0.1437,孙磊,货到付款
ORD-202400922,2024-10-08,2024-10-14,专线物流,西北,银川,C01172,王娟,企业客户,办公用品,打印纸,64.4,6,0,386.4,46.41,0.1201,张明,微信支付
ORD-202500046,2024-10-08,2024-10-09,标准快递,华南,福州,C01153,陈勇磊,个人消费者,电子产品,充电器,7879.14,7,0,55153.98,5879.41,0.1066,王芳,支付宝
ORD-202500690,2024-10-08,2024-10-13,顺丰速运,华南,佛山,C01131,杨伟强,教育机构,食品饮料,饼干,27.22,27,0,734.94,190.35,0.259,陈静,银行卡
ORD-202500986,2024-10-09,2024-10-12,顺丰速运,华北,北京,C01014,朱强,教育机构,电子产品,耳机,1147.91,47,0.2,43161.42,-1161.04,-0.0269,赵强,对公转账
ORD-202500079,2024-10-11,2024-10-15,标准快递,华南,福州,C01028,周敏,个人消费者,办公用品,碎纸机,290.73,7,0,2035.11,218.57,0.1074,张明,微信支付
ORD-202500558,2024-10-11,2024-10-12,专线物流,西南,南宁,C01170,陈娟洋,政府机构,办公用品,文件夹,393.02,48,0.15,16035.22,-125.07,-0.0078,张明,支付宝
ORD-202500812,2024-10-11,2024-10-14,京东物流,华南,佛山,C01018,黄磊,政府机构,电子产品,移动电源,4602.69,37,0.1,153269.58,-7770.77,-0.0507,赵强,微信支付
ORD-202400758,2024-10-13,2024-10-18,自提,西南,重庆,C01167,王敏强,企业客户,食品饮料,坚果零食,129.84,35,0.3,3181.08,810.54,0.2548,陈静,货到付款
ORD-202400789,2024-10-13,2024-10-17,自提,华南,厦门,C01193,胡敏,个人消费者,服装鞋帽,背包,670.69,44,0.1,26559.32,4934.72,0.1858,赵强,银行卡
ORD-202500308,2024-10-13,2024-10-18,京东物流,西南,贵阳,C01113,刘勇杰,个人消费者,电子产品,智能手机,496.11,22,0.1,9822.98,1395.85,0.1421,吴敏,支付宝
ORD-202500562,2024-10-13,2024-10-14,标准快递,华东,杭州,C01060,杨娟娟,企业客户,办公用品,签字笔,291.92,39,0.15,9677.15,975.46,0.1008,周伟,支付宝
ORD-202400261,2024-10-14,2024-10-15,顺丰速运,东北,长春,C01169,周勇静,政府机构,服装鞋帽,外套,1545.34,15,0,23180.1,-1272.59,-0.0549,孙磊,银行卡
ORD-202500507,2024-10-14,2024-10-20,顺丰速运,华北,青岛,C01049,王芳杰,政府机构,食品饮料,咖啡,160.98,2,0.1,289.76,96.61,0.3334,吴敏,货到付款
ORD-202500547,2024-10-14,2024-10-18,专线物流,西北,乌鲁木齐,C01121,周强,教育机构,办公用品,碎纸机,269.97,21,0.1,5102.43,1453.68,0.2849,周伟,信用卡
ORD-202500496,2024-10-15,2024-10-18,京东物流,西南,昆明,C01051,张磊娟,个人消费者,服装鞋帽,裤子,361.73,13,0.3,3291.74,50.36,0.0153,周伟,银行卡
ORD-202500047,2024-10-16,2024-10-19,自提,华南,广州,C01006,黄艳,企业客户,电子产品,智能手表,6764.76,14,0.15,80500.64,-4403.39,-0.0547,吴敏,支付宝
ORD-202500159,2024-10-16,2024-10-18,专线物流,华东,南京,C01076,胡杰,政府机构,服装鞋帽,背包,752.56,27,0.1,18287.21,2044.51,0.1118,王芳,支付宝
ORD-202400760,2024-10-17,2024-10-19,专线物流,华东,合肥,C01139,徐磊娜,企业客户,服装鞋帽,外套,1066.6,49,0,52263.4,-4677.57,-0.0895,赵强,银行卡
ORD-202500060,2024-10-17,2024-10-22,标准快递,华南,厦门,C01172,王娟,企业客户,家居用品,台灯,1696.05,46,0.3,54612.81,17792.85,0.3258,周伟,对公转账
ORD-202400133,2024-10-18,2024-10-22,顺丰速运,西北,银川,C01085,朱静,教育机构,家居用品,扫地机器人,1527.51,18,0.05,26120.42,6895.79,0.264,吴敏,货到付款
ORD-202400601,2024-10-18,2024-10-20,标准快递,华中,郑州,C01190,张强敏,教育机构,办公用品,订书机,403.55,49,0.2,15819.16,-1273.44,-0.0805,王芳,对公转账
ORD-202400675,2024-10-18,2024-10-21,标准快递,华东,上海,C01150,吴杰超,教育机构,服装鞋帽,T恤,299.99,24,0.1,6479.78,1712.61,0.2643,陈静,货到付款
ORD-202500195,2024-10-18,2024-10-24,专线物流,西南,南宁,C01196,刘勇勇,教育机构,家居用品,加湿器,81.12,32,0.15,2206.46,724.16,0.3282,李华,货到付款
ORD-202500245,2024-10-18,2024-10-21,专线物流,华中,南昌,C01175,陈娜,企业客户,电子产品,平板电脑,7670.18,27,0,207094.86,-5467.3,-0.0264,吴敏,支付宝
ORD-202500408,2024-10-18,2024-10-23,标准快递,华北,石家庄,C01052,赵强强,企业客户,服装鞋帽,外套,261.56,8,0.15,1778.61,480.76,0.2703,吴敏,对公转账
ORD-202500482,2024-10-18,2024-10-20,京东物流,西南,重庆,C01037,孙洋,企业客户,办公用品,打印纸,66.34,21,0.25,1044.86,119.85,0.1147,周伟,货到付款
ORD-202400287,2024-10-19,2024-10-26,顺丰速运,西南,昆明,C01010,马伟娟,个人消费者,食品饮料,茶叶,78.46,32,0.3,1757.5,305.81,0.174,周伟,银行卡
ORD-202400354,2024-10-19,2024-10-26,京东物流,华中,武汉,C01052,赵强强,企业客户,服装鞋帽,T恤,99.28,10,0,992.8,200.15,0.2016,刘洋,微信支付
ORD-202500899,2024-10-19,2024-10-25,顺丰速运,华中,郑州,C01050,杨磊,个人消费者,家居用品,扫地机器人,614.52,5,0,3072.6,-113.69,-0.037,吴敏,货到付款
ORD-202500900,2024-10-19,2024-10-26,自提,西南,南宁,C01199,徐丽,政府机构,食品饮料,果汁,188.2,47,0,8845.4,909.31,0.1028,赵强,微信支付
ORD-202400433,2024-10-20,2024-10-24,自提,西北,兰州,C01147,黄娟敏,企业客户,家居用品,暖风机,2428.92,22,0.15,45420.8,8361.97,0.1841,李华,支付宝
ORD-202401000,2024-10-20,2024-10-21,自提,华南,广州,C01109,杨勇,政府机构,电子产品,耳机,6021.51,33,0,198709.83,-18897.3,-0.0951,刘洋,对公转账
ORD-202400131,2024-10-21,2024-10-24,标准快递,华北,青岛,C01186,吴艳,企业客户,电子产品,移动电源,761.21,37,0.05,26756.53,3767.32,0.1408,周伟,微信支付
ORD-202400489,2024-10-21,2024-10-22,顺丰速运,华北,青岛,C01138,胡磊,个人消费者,电子产品,平板电脑,3627.99,2,0.1,6530.38,-38.53,-0.0059,孙磊,微信支付
ORD-202500650,2024-10-21,2024-10-24,自提,华南,厦门,C01030,王敏,教育机构,电子产品,充电器,3390.78,42,0.3,99688.93,12361.43,0.124,赵强,对公转账
ORD-202500965,2024-10-21,2024-10-27,京东物流,西南,重庆,C01072,周强勇,企业客户,办公用品,碎纸机,362.08,14,0.3,3548.38,-165.71,-0.0467,张明,微信支付
ORD-202400113,2024-10-22,2024-10-23,自提,华中,合肥,C01025,李勇,个人消费者,食品饮料,乳制品,111.32,40,0.3,3116.96,-144.94,-0.0465,陈静,银行卡
ORD-202400374,2024-10-23,2024-10-30,标准快递,西北,乌鲁木齐,C01170,陈娟洋,政府机构,服装鞋帽,T恤,598.96,29,0.15,14764.36,1148.67,0.0778,王芳,信用卡
ORD-202500433,2024-10-23,2024-10-26,顺丰速运,华东,合肥,C01105,徐丽芳,政府机构,家居用品,收纳盒,514.87,8,0.25,3089.22,956.42,0.3096,孙磊,对公转账
ORD-202400552,2024-10-25,2024-10-29,京东物流,西南,南宁,C01174,王丽强,企业客户,食品饮料,咖啡,43.52,21,0.1,822.53,128.81,0.1566,陈静,信用卡
ORD-202500608,2024-10-25,2024-10-30,专线物流,东北,沈阳,C01041,杨杰杰,教育机构,服装鞋帽,外套,320.3,30,0.3,6726.3,1907.58,0.2836,吴敏,支付宝
ORD-202500699,2024-10-25,2024-10-31,京东物流,华中,长沙,C01059,杨敏超,政府机构,办公用品,碎纸机,189.96,19,0,3609.24,-57.75,-0.016,孙磊,银行卡
ORD-202400208,2024-10-26,2024-10-27,自提,华北,天津,C01197,王艳伟,政府机构,服装鞋帽,外套,378.01,30,0.3,7938.21,1858.33,0.2341,孙磊,对公转账
ORD-202400441,2024-10-26,2024-10-31,自提,华南,广州,C01042,胡勇,企业客户,服装鞋帽,外套,417.71,36,0.15,12781.93,991.88,0.0776,赵强,信用卡
ORD-202400617,2024-10-26,2024-10-30,京东物流,西南,昆明,C01046,王勇强,教育机构,电子产品,笔记本电脑,7140.63,30,0,214218.9,-13688.59,-0.0639,李华,支付宝
ORD-202400364,2024-10-27,2024-10-29,自提,东北,长春,C01089,胡超,企业客户,服装鞋帽,背包,1516.66,42,0,63699.72,-3083.07,-0.0484,郑丽,微信支付
ORD-202400904,2024-10-27,2024-11-01,标准快递,华南,福州,C01128,陈超,企业客户,家居用品,扫地机器人,1574.56,37,0.25,43694.04,-3744.58,-0.0857,孙磊,银行卡
ORD-202500610,2024-10-27,2024-11-02,顺丰速运,西北,银川,C01119,胡涛,教育机构,食品饮料,乳制品,186.31,20,0.1,3353.58,-17.77,-0.0053,王芳,货到付款
ORD-202500717,2024-10-28,2024-10-30,顺丰速运,西南,南宁,C01087,胡静,个人消费者,食品饮料,果汁,11.44,24,0,274.56,68.67,0.2501,周伟,信用卡
ORD-202500728,2024-10-28,2024-10-29,顺丰速运,东北,哈尔滨,C01028,周敏,个人消费者,服装鞋帽,帽子,1594.98,13,0,20734.74,6234.94,0.3007,刘洋,微信支付
ORD-202500584,2024-10-29,2024-11-01,专线物流,华东,南京,C01091,马超,政府机构,食品饮料,坚果零食,177.75,28,0,4977.0,842.11,0.1692,吴敏,对公转账
ORD-202500960,2024-10-29,2024-11-04,京东物流,华中,南昌,C01159,朱强,政府机构,电子产品,充电器,5636.44,11,0,62000.84,5133.67,0.0828,陈静,微信支付
ORD-202400612,2024-10-30,2024-11-03,标准快递,东北,哈尔滨,C01086,李伟敏,个人消费者,服装鞋帽,帽子,1171.7,14,0,16403.8,2939.56,0.1792,陈静,对公转账
ORD-202500747,2024-10-30,2024-11-02,京东物流,华北,济南,C01102,杨超,政府机构,电子产品,充电器,7691.84,38,0.1,263060.93,-20650.28,-0.0785,张明,对公转账
ORD-202500103,2024-10-31,2024-11-05,京东物流,西北,银川,C01114,朱涛强,企业客户,服装鞋帽,运动鞋,783.13,28,0,21927.64,-824.48,-0.0376,陈静,对公转账
ORD-202400199,2024-11-03,2024-11-09,顺丰速运,华东,上海,C01142,马丽磊,个人消费者,办公用品,白板,59.13,11,0.05,617.91,81.69,0.1322,孙磊,银行卡
ORD-202400730,2024-11-03,2024-11-05,专线物流,西北,乌鲁木齐,C01012,吴强,个人消费者,家居用品,电风扇,1300.36,37,0,48113.32,7115.96,0.1479,孙磊,支付宝
